,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid
3262,3262,3262,3262,Quantitative study of synthetic Hox transcription factor–DNA interactions in live cells,Vladana Vukojević; Dimitrios K. Papadopoulos; Lars Terenius; Walter J. Gehring; and Rudolf Rigler,Vladana Vukojević,March 2; 2010 ,Biophysics and Computational Biology,33.0,0,0,0,0
3263,3263,3263,3263,The transition state for folding of an outer membrane protein,Gerard H. M. Huysmans; Stephen A. Baldwin; David J. Brockwell; and Sheena E. Radford,Gerard H. M. Huysmans,March 2; 2010 ,Biophysics and Computational Biology,83.0,0,0,0,0
3264,3264,3264,3264,RNA looping by PTB: Evidence using FRET and NMR spectroscopy for a role in splicing repression,Rajan Lamichhane; Gerrit M. Daubner; Judith Thomas-Crusells; Sigrid D. Auweter; Cristina Manatschal; Keyunna S. Austin; Oksana Valniuk; Frédéric H.-T. Allain; and David Rueda,Rajan Lamichhane,March 2; 2010 ,Biophysics and Computational Biology,62.0,0,0,0,0
3265,3265,3265,3265,An atomic-level mechanism for activation of the kinesin molecular motors,Charles V. Sindelar and Kenneth H. Downing,Charles V. Sindelar,March 2; 2010 ,Biophysics and Computational Biology,98.0,0,0,0,0
3266,3266,3266,3266,Heterospecies partition analysis reveals binding curve and stoichiometry of protein interactions in living cells,Bin Wu; Yan Chen; and Joachim D. Müller,Bin Wu,March 2; 2010 ,Biophysics and Computational Biology,18.0,0,0,0,0
3267,3267,3267,3267,Independent initiation of primary electron transfer in the two branches of the photosystem I reaction center,Marc G. Müller; Chavdar Slavov; Rajiv Luthra; Kevin E. Redding; and Alfred R. Holzwarth,Marc G. Müller,March 2; 2010 ,Biophysics and Computational Biology,63.0,0,0,0,0
3268,3268,3268,3268,Surface-coupled proton exchange of a membrane-bound proton acceptor,Tor Sandén; Lina Salomonsson; Peter Brzezinski; and Jerker Widengren,Tor Sandén,March 2; 2010 ,Biophysics and Computational Biology,40.0,0,0,0,0
3269,3269,3269,3269,Electrostatics of aquaporin and aquaglyceroporin channels correlates with their transport selectivity,Romina Oliva; Giuseppe Calamita; Janet M. Thornton; and Marialuisa Pellegrini-Calace,Romina Oliva,March 2; 2010 ,Biophysics and Computational Biology,30.0,0,0,0,0
3270,3270,3270,3270,Insight into the mechanism of an iron dioxygenase by resolution of steps following the FeIV═O species,Piotr K. Grzyska; Evan H. Appelman; Robert P. Hausinger; and Denis A. Proshlyakov,Piotr K. Grzyska,March 2; 2010 ,Biophysics and Computational Biology,46.0,0,0,0,0
3271,3271,3271,3271,Abduction and asylum in the lives of transcription factors,Anat Burger; Aleksandra M. Walczak; and Peter G. Wolynes,Anat Burger,March 2; 2010 ,Biophysics and Computational Biology,36.0,0,0,0,0
3272,3272,3272,3272,Identifying the amylome; proteins capable of forming amyloid-like fibrils,Lukasz Goldschmidt; Poh K. Teng; Roland Riek; and David Eisenberg,Lukasz Goldschmidt,February 23; 2010 ,Biophysics and Computational Biology,377.0,0,0,0,0
3273,3273,3273,3273,FragBag; an accurate representation of protein structure; retrieves structural neighbors from the entire PDB quickly and accurately,Inbal Budowski-Tal; Yuval Nov; and Rachel Kolodny,Inbal Budowski-Tal,February 23; 2010 ,Biophysics and Computational Biology,51.0,0,0,0,0
3274,3274,3274,3274,Ultrafast solvation dynamics at binding and active sites of photolyases,Chih-Wei Chang; Lijun Guo; Ya-Ting Kao; Jiang Li; Chuang Tan; Tanping Li; Chaitanya Saxena; Zheyun Liu; Lijuan Wang; Aziz Sancar; and Dongping Zhong,Chih-Wei Chang,February 16; 2010 ,Biophysics and Computational Biology,52.0,0,0,0,0
3275,3275,3275,3275,Competition between native topology and nonnative interactions in simple and complex folding kinetics of natural and designed proteins,Zhuqing Zhang and Hue Sun Chan,Zhuqing Zhang,February 16; 2010 ,Biophysics and Computational Biology,66.0,0,0,0,0
3276,3276,3276,3276,Histone modification levels are predictive for gene expression,Rosa Karlić; Ho-Ryun Chung; Julia Lasserre; Kristian Vlahoviček; and Martin Vingron,Rosa Karlić,February 16; 2010 ,Biophysics and Computational Biology,294.0,0,0,0,0
3277,3277,3277,3277,Capillarity theory for the fly-casting mechanism,Emmanuel Trizac; Yaakov Levy; and Peter G. Wolynes,Emmanuel Trizac,February 16; 2010 ,Biophysics and Computational Biology,51.0,0,0,0,0
3278,3278,3278,3278,Mass spectrometry imaging of mating Tetrahymena show that changes in cell morphology regulate lipid domain formation,Michael E. Kurczy; Paul D. Piehowski; Craig T. Van Bell; Michael L. Heien; Nicolas Winograd; and Andrew G. Ewing,Michael E. Kurczy,February 16; 2010 ,Biophysics and Computational Biology,53.0,0,0,0,0
3279,3279,3279,3279,Fundamental signatures of short- and long-range electron transfer for the blue copper protein azurin at Au/SAM junctions,Dimitri E. Khoshtariya; Tina D. Dolidze; Mikhael Shushanyan; Kathryn L. Davis; David H. Waldeck; and Rudi van Eldik,Dimitri E. Khoshtariya,February 16; 2010 ,Biophysics and Computational Biology,45.0,0,0,0,0
3280,3280,3280,3280,PR65; the HEAT-repeat scaffold of phosphatase PP2A; is an elastic connector that links force and catalysis,Alison Grinthal; Ivana Adamovic; Beth Weiner; Martin Karplus; and Nancy Kleckner,Alison Grinthal,February 9; 2010 ,Biophysics and Computational Biology,67.0,0,0,0,0
3281,3281,3281,3281,Spatio-temporal correlations can drastically change the response of a MAPK pathway,Koichi Takahashi; Sorin Tănase-Nicola; and Pieter Rein ten Wolde,Koichi Takahashi,February 9; 2010 ,Biophysics and Computational Biology,146.0,0,0,0,0
3282,3282,3282,3282,NMR and XAS reveal an inner-sphere metal binding site in the P4 helix of the metallo-ribozyme ribonuclease P,Kristin S. Koutmou; Anette Casiano-Negroni; Melissa M. Getz; Samuel Pazicni; Andrew J. Andrews; James E. Penner-Hahn; Hashim M. Al-Hashimi; and Carol A. Fierke,Kristin S. Koutmou,February 9; 2010 ,Biophysics and Computational Biology,14.0,0,0,0,0
3283,3283,3283,3283,Protein interactions and ligand binding: From protein subfamilies to functional specificity,Antonio Rausell; David Juan; Florencio Pazos; and Alfonso Valencia,Antonio Rausell,February 2; 2010 ,Biophysics and Computational Biology,81.0,0,0,0,0
3284,3284,3284,3284,Ubiquitin not only serves as a tag but also assists degradation by inducing protein unfolding,Tzachi Hagai and Yaakov Levy,Tzachi Hagai,February 2; 2010 ,Biophysics and Computational Biology,42.0,0,0,0,0
3285,3285,3285,3285,Quaternary dynamics and plasticity underlie small heat shock protein chaperone function,Florian Stengel; Andrew J. Baldwin; Alexander J. Painter; Nomalie Jaya; Eman Basha; Lewis E. Kay; Elizabeth Vierling; Carol V. Robinson; and Justin L. P. Benesch,Florian Stengel,February 2; 2010 ,Biophysics and Computational Biology,138.0,0,0,0,0
3286,3286,3286,3286,Full distance-resolved folding energy landscape of one single protein molecule,J. Christof M. Gebhardt; Thomas Bornschlögl; and Matthias Rief,J. Christof M. Gebhardt,February 2; 2010 ,Biophysics and Computational Biology,110.0,0,0,0,0
3287,3287,3287,3287,Modeling the resonant release of synaptic transmitter by hair cells as an example of biological oscillators with cooperative steps,Daniel Andor-Ardó; A. J. Hudspeth; Marcelo O. Magnasco; and Oreste Piro,Daniel Andor-Ardó,February 2; 2010 ,Biophysics and Computational Biology,6.0,0,0,0,0
3288,3288,3288,3288,The structure of ribosome-lankacidin complex reveals ribosomal sites for synergistic antibiotics,Tamar Auerbach; Inbal Mermershtain; Chen Davidovich; Anat Bashan; Matthew Belousoff; Itai Wekselman; Ella Zimmerman; Liqun Xiong; Dorota Klepacki; Kenji Arakawa; Haruyasu Kinashi; Alexander S. Mankin; and Ada Yonath,Tamar Auerbach,February 2; 2010 ,Biophysics and Computational Biology,32.0,0,0,0,0
3289,3289,3289,3289,Computational and single-molecule force studies of a macro domain protein reveal a key molecular determinant for mechanical stability,Dora L. Guzmán; Arlo Randall; Pierre Baldi; and Zhibin Guan,Dora L. Guzmán,February 2; 2010 ,Biophysics and Computational Biology,37.0,0,0,0,0
3290,3290,3290,3290,Metal templated design of protein interfaces,Eric N. Salgado; Xavier I. Ambroggio; Jeffrey D. Brodin; Richard A. Lewis; Brian Kuhlman; and F. Akif Tezcan,Eric N. Salgado,February 2; 2010 ,Biophysics and Computational Biology,74.0,0,0,0,0
3291,3291,3291,3291,Millisecond timescale fluctuations in dihydrofolate reductase are exquisitely sensitive to the bound ligands,David D. Boehr; Dan McElheny; H. Jane Dyson; and Peter E. Wright,David D. Boehr,January 26; 2010 ,Biophysics and Computational Biology,90.0,0,0,0,0
3292,3292,3292,3292,Mechanistic details of a protein–protein association pathway revealed by paramagnetic relaxation enhancement titration measurements,Nicolas L. Fawzi; Michaeleen Doucleff; Jeong-Yong Suh; and G. Marius Clore,Nicolas L. Fawzi,January 26; 2010 ,Biophysics and Computational Biology,48.0,0,0,0,0
3293,3293,3293,3293,Solution structure of the cap-independent translational enhancer and ribosome-binding element in the 3′ UTR of turnip crinkle virus,Xiaobing Zuo; Jinbu Wang; Ping Yu; Dan Eyler; Huan Xu; Mary R. Starich; David M. Tiede; Anne E. Simon; Wojciech Kasprzak; Charles D. Schwieters; Bruce A. Shapiro; and Yun-Xing Wang,Xiaobing Zuo,January 26; 2010 ,Biophysics and Computational Biology,57.0,0,0,0,0
3294,3294,3294,3294,Bacterial strategies for chemotaxis response,Antonio Celani and Massimo Vergassola,Antonio Celani,January 26; 2010 ,Biophysics and Computational Biology,85.0,0,0,0,0
3295,3295,3295,3295,Platform for in situ real-time measurement of protein-induced conformational changes of DNA,Philipp S. Spuhler; Jelena Knežević; Ayça Yalçin; Qiuye Bao; Erika Pringsheim; Peter Dröge; Ulrich Rant; and M. Selim Ünlü,Philipp S. Spuhler,January 26; 2010 ,Biophysics and Computational Biology,25.0,0,0,0,0
3296,3296,3296,3296,Blueprint for antimicrobial hit discovery targeting metabolic networks,Y. Shen; J. Liu; G. Estiu; B. Isin; Y-Y. Ahn; D-S. Lee; A-L. Barabási; V. Kapatral; O. Wiest; and Z. N. Oltvai,Y. Shen,January 19; 2010 ,Biophysics and Computational Biology,74.0,0,0,0,0
3297,3297,3297,3297,Coordinate-dependent diffusion in protein folding,Robert B. Best and Gerhard Hummer,Robert B. Best,January 19; 2010 ,Biophysics and Computational Biology,166.0,0,0,0,0
3298,3298,3298,3298,Origin and temperature dependence of radiation damage in biological samples at cryogenic temperatures,Alke Meents; Sascha Gutmann; Armin Wagner; and Clemens Schulze-Briese,Alke Meents,January 19; 2010 ,Biophysics and Computational Biology,91.0,0,0,0,0
3299,3299,3299,3299,Swimming bacteria power microscopic gears,Andrey Sokolov; Mario M. Apodaca; Bartosz A. Grzybowski; and Igor S. Aranson,Andrey Sokolov,January 19; 2010 ,Biophysics and Computational Biology,222.0,0,0,0,0
3300,3300,3300,3300,Consensus motif for integrin transmembrane helix association,Bryan W. Berger; Daniel W. Kulp; Lisa M. Span; Jessica L. DeGrado; Paul C. Billings; Alessandro Senes; Joel S. Bennett; and William F. DeGrado,Bryan W. Berger,January 12; 2010 ,Biophysics and Computational Biology,47.0,0,0,0,0
3301,3301,3301,3301,Spontaneous formation of the unlocked state of the ribosome is a multistep process,James B. Munro; Roger B. Altman; Chang-Shung Tung; Jamie H. D. Cate; Kevin Y. Sanbonmatsu; and Scott C. Blanchard,James B. Munro,January 12; 2010 ,Biophysics and Computational Biology,88.0,0,0,0,0
3302,3302,3302,3302,Conformational transitions in DNA polymerase I revealed by single-molecule FRET,Yusdi Santoso; Catherine M. Joyce; Olga Potapova; Ludovic Le Reste; Johannes Hohlbein; Joseph P. Torella; Nigel D. F. Grindley; and Achillefs N. Kapanidis,Yusdi Santoso,January 12; 2010 ,Biophysics and Computational Biology,145.0,0,0,0,0
3303,3303,3303,3303,Actin polymerization driven mitochondrial transport in mating S. cerevisiae,Eric N. Senning and Andrew H. Marcus,Eric N. Senning,January 12; 2010 ,Biophysics and Computational Biology,22.0,0,0,0,0
3304,3304,3304,3304,Controlled surface-induced flows from the motion of self-assembled colloidal walkers,Charles E. Sing; Lothar Schmid; Matthias F. Schneider; Thomas Franke; and Alfredo Alexander-Katz,Charles E. Sing,January 12; 2010 ,Biophysics and Computational Biology,92.0,0,0,0,0
3305,3305,3305,3305,Stereoelectronic and steric effects in side chains preorganize a protein main chain,Matthew D. Shoulders; Kenneth A. Satyshur; Katrina T. Forest; and Ronald T. Raines,Matthew D. Shoulders,January 12; 2010 ,Biophysics and Computational Biology,95.0,0,0,0,0
3306,3306,3306,3306,Mechanism of tungsten-dependent acetylene hydratase from quantum chemical calculations,Rong-Zhen Liao; Jian-Guo Yu; and Fahmi Himo,Rong-Zhen Liao,December 28; 2010 ,Chemistry,51.0,0,0,0,0
3307,3307,3307,3307,Definition of the intermediates and mechanism of the anticancer drug bleomycin using nuclear resonance vibrational spectroscopy and related methods,Lei V. Liu; Caleb B. Bell III; Shaun D. Wong; Samuel A. Wilson; Yeonju Kwak; Marina S. Chow; Jiyong Zhao; Keith O. Hodgson; Britt Hedman; and Edward I. Solomon,Lei V. Liu,December 28; 2010 ,Chemistry,36.0,0,0,0,0
3308,3308,3308,3308,Morphologically controlled synthesis of colloidal upconversion nanophosphors and their shape-directed self-assembly,Xingchen Ye; Joshua E. Collins; Yijin Kang; Jun Chen; Daniel T. N. Chen; Arjun G. Yodh; and Christopher B. Murray,Xingchen Ye,December 28; 2010 ,Chemistry,273.0,0,0,0,0
3309,3309,3309,3309,Rapid DNA–protein cross-linking and strand scission by an abasic site in a nucleosome core particle,Jonathan T. Sczepanski; Remus S. Wong; Jeffrey N. McKnight; Gregory D. Bowman; and Marc M. Greenberg,Jonathan T. Sczepanski,December 28; 2010 ,Chemistry,76.0,0,0,0,0
3310,3310,3310,3310,Structural space of protein–protein interfaces is degenerate; close to complete; and highly connected,Mu Gao and Jeffrey Skolnick,Mu Gao,December 28; 2010 ,Chemistry,71.0,0,0,0,0
3311,3311,3311,3311,Strongly bound citrate stabilizes the apatite nanocrystals in bone,Y.-Y. Hu; A. Rawal; and K. Schmidt-Rohr,Y.-Y. Hu,December 28; 2010 ,Chemistry,183.0,0,0,0,0
3312,3312,3312,3312,Impact of temperature on the time required for the establishment of primordial biochemistry; and for the evolution of enzymes,Randy B. Stockbridge; Charles A. Lewis Jr.; Yang Yuan; and Richard Wolfenden,Randy B. Stockbridge,December 21; 2010 ,Chemistry,26.0,0,0,0,0
3313,3313,3313,3313,Kinetics of chain motions within a protein-folding intermediate,Hannes Neuweiler; Wiktor Banachewicz; and Alan R. Fersht,Hannes Neuweiler,December 21; 2010 ,Chemistry,28.0,0,0,0,0
3314,3314,3314,3314,Design of small molecules that target metal-Aβ species and regulate metal-induced Aβ aggregation and neurotoxicity,Jung-Suk Choi; Joseph J. Braymer; Ravi P. R. Nanga; Ayyalusamy Ramamoorthy; and Mi Hee Lim,Jung-Suk Choi,December 21; 2010 ,Chemistry,174.0,0,0,0,0
3315,3315,3315,3315,All-DNA finite-state automata with finite memory,Zhen-Gang Wang; Johann Elbaz; F. Remacle; R. D. Levine; and Itamar Willner,Zhen-Gang Wang,December 21; 2010 ,Chemistry,73.0,0,0,0,0
3316,3316,3316,3316,Structural basis for effectiveness of siderophore-conjugated monocarbams against clinically relevant strains of Pseudomonas aeruginosa,Seungil Han; Richard P. Zaniewski; Eric S. Marr; Brian M. Lacey; Andrew P. Tomaras; Artem Evdokimov; J. Richard Miller; and Veerabahu Shanmugasundaram,Seungil Han,December 21; 2010 ,Chemistry,60.0,0,0,0,0
3317,3317,3317,3317,Recognition of tandem PxxP motifs as a unique Src homology 3-binding mode triggers pathogen-driven actin assembly,Olli Aitio; Maarit Hellman; Arunas Kazlauskas; Didier F. Vingadassalom; John M. Leong; Kalle Saksela; and Perttu Permi,Olli Aitio,December 14; 2010 ,Chemistry,37.0,0,0,0,0
3318,3318,3318,3318,In vivo imaging of hydrogen peroxide production in a murine tumor model with a chemoselective bioluminescent reporter,Genevieve C. Van de Bittner; Elena A. Dubikovskaya; Carolyn R. Bertozzi; and Christopher J. Chang,Genevieve C. Van de Bittner,December 14; 2010 ,Chemistry,193.0,0,0,0,0
3319,3319,3319,3319,Anabaena sensory rhodopsin is a light-driven unidirectional rotor,Angela Strambi; Bo Durbeej; Nicolas Ferré; and Massimo Olivucci,Angela Strambi,December 14; 2010 ,Chemistry,46.0,0,0,0,0
3320,3320,3320,3320,Structural basis for the synthesis of nucleobase modified DNA by Thermus aquaticus DNA polymerase,Samra Obeid; Anna Baccaro; Wolfram Welte; Kay Diederichs; and Andreas Marx,Samra Obeid,December 14; 2010 ,Chemistry,40.0,0,0,0,0
3321,3321,3321,3321,Rotational and constitutional dynamics of caged supramolecules,Dirk Kühne; Florian Klappenberger; Wolfgang Krenner; Svetlana Klyatskaya; Mario Ruben; and Johannes V. Barth,Dirk Kühne,December 14; 2010 ,Chemistry,58.0,0,0,0,0
3322,3322,3322,3322,Mechanism of action and inhibition of dehydrosqualene synthase,Fu-Yang Lin; Chia-I Liu; Yi-Liang Liu; Yonghui Zhang; Ke Wang; Wen-Yih Jeng; Tzu-Ping Ko; Rong Cao; Andrew H.-J. Wang; and Eric Oldfield,Fu-Yang Lin,December 14; 2010 ,Chemistry,32.0,0,0,0,0
3323,3323,3323,3323,Free energy profiles from single-molecule pulling experiments,Gerhard Hummer and Attila Szabo,Gerhard Hummer,December 14; 2010 ,Chemistry,71.0,0,0,0,0
3324,3324,3324,3324,Effects of pH on aggregation kinetics of the repeat domain of a functional amyloid; Pmel17,Candace M. Pfefferkorn; Ryan P. McGlinchey; and Jennifer C. Lee,Candace M. Pfefferkorn,December 14; 2010 ,Chemistry,40.0,0,0,0,0
3325,3325,3325,3325,Relaxation mechanisms of UV-photoexcited DNA and RNA nucleobases,Mario Barbatti; Adélia J. A. Aquino; Jaroslaw J. Szymczak; Dana Nachtigallová; Pavel Hobza; and Hans Lischka,Mario Barbatti,December 14; 2010 ,Chemistry,214.0,0,0,0,0
