title,authors,firstAuthor,date,category,citationNumber
Deconvolution of dynamic mechanical networks,Michael Hinczewski; Yann von Hansen; and Roland R. Netz,Michael Hinczewski,December 14; 2010 ,Biophysics and Computational Biology,17
Drug resistance against HCV NS3/4A inhibitors is defined by the balance of substrate recognition versus inhibitor binding,Keith P. Romano; Akbar Ali; William E. Royer; and Celia A. Schiffer,Keith P. Romano,December 7; 2010 ,Biophysics and Computational Biology,102
High-throughput sequencing reveals a simple model of nucleosome energetics,George Locke; Denis Tolkunov; Zarmik Moqtaderi; Kevin Struhl; and Alexandre V. Morozov,George Locke,December 7; 2010 ,Biophysics and Computational Biology,46
DNA search efficiency is modulated by charge composition and distribution in the intrinsically disordered tail,Dana Vuzman and Yaakov Levy,Dana Vuzman,December 7; 2010 ,Biophysics and Computational Biology,78
CO impedes superfast O2 binding in ba3 cytochrome oxidase from Thermus thermophilus,Istvan Szundi; Chie Funatogawa; James A. Fee; Tewfik Soulimane; and Ólöf Einarsdóttir,Istvan Szundi,December 7; 2010 ,Biophysics and Computational Biology,30
Structure of the 26S proteasome from Schizosaccharomyces pombe at subnanometer resolution,Stefan Bohn; Florian Beck; Eri Sakata; Thomas Walzthoeni; Martin Beck; Ruedi Aebersold; Friedrich Förster; Wolfgang Baumeister; and Stephan Nickell,Stefan Bohn,December 7; 2010 ,Biophysics and Computational Biology,103
Fluidization of tissues by cell division and apoptosis,Jonas Ranft; Markus Basan; Jens Elgeti; Jean-François Joanny; Jacques Prost; and Frank Jülicher,Jonas Ranft,December 7; 2010 ,Biophysics and Computational Biology,150
Tracing entire operation cycles of molecular motor hepatitis C virus helicase in structurally resolved dynamical simulations,Holger Flechsig and Alexander S. Mikhailov,Holger Flechsig,December 7; 2010 ,Biophysics and Computational Biology,28
In silico investigation of intracranial blast mitigation with relevance to military traumatic brain injury,Michelle K. Nyein; Amanda M. Jason; Li Yu; Claudio M. Pita; John D. Joannopoulos; David F. Moore; and Raul A. Radovitzky,Michelle K. Nyein,November 30; 2010 ,Biophysics and Computational Biology,83
Structure and folding of a designed knotted protein,Neil P. King; Alex W. Jacobitz; Michael R. Sawaya; Lukasz Goldschmidt; and Todd O. Yeates,Neil P. King,November 30; 2010 ,Biophysics and Computational Biology,70
Biomechanical analysis of gait adaptation in the nematode Caenorhabditis elegans,Christopher Fang-Yen; Matthieu Wyart; Julie Xie; Risa Kawai; Tom Kodger; Sway Chen; Quan Wen; and Aravinthan D. T. Samuel,Christopher Fang-Yen,November 23; 2010 ,Biophysics and Computational Biology,79
Two mechanisms of ion selectivity in protein binding sites,Haibo Yu; Sergei Yu. Noskov; and Benoît Roux,Haibo Yu,November 23; 2010 ,Biophysics and Computational Biology,51
Stimulated Raman photoacoustic imaging,Vladislav V. Yakovlev; Hao F. Zhang; Gary D. Noojin; Michael L. Denton; Robert J. Thomas; and Marlan O. Scully,Vladislav V. Yakovlev,November 23; 2010 ,Biophysics and Computational Biology,53
Chemically accurate coarse graining of double-stranded DNA,Alexey Savelyev and Garegin A. Papoian,Alexey Savelyev,November 23; 2010 ,Biophysics and Computational Biology,95
Phosphorylation-independent dual-site binding of the FHA domain of KIF13 mediates phosphoinositide transport via centaurin α1,Yufeng Tong; Wolfram Tempel; Hui Wang; Kaori Yamada; Limin Shen; Guillermo A. Senisterra; Farrell MacKenzie; Athar H. Chishti; and Hee-Won Park,Yufeng Tong,November 23; 2010 ,Biophysics and Computational Biology,24
Mechanisms of protein oligomerization; the critical role of insertions and deletions in maintaining different oligomeric states,Kosuke Hashimoto and Anna R. Panchenko,Kosuke Hashimoto,November 23; 2010 ,Biophysics and Computational Biology,59
Aborted double bicycle-pedal isomerization with hydrogen bond breaking is the primary event of bacteriorhodopsin proton pumping,Piero Altoè; Alessandro Cembran; Massimo Olivucci; and Marco Garavelli,Piero Altoè,November 23; 2010 ,Biophysics and Computational Biology,54
Molecular basis of coiled-coil oligomerization-state specificity,Barbara Ciani; Saša Bjelić; Srinivas Honnappa; Hatim Jawhari; Rolf Jaussi; Aishwarya Payapilly; Thomas Jowitt; Michel O. Steinmetz; and Richard A. Kammerer,Barbara Ciani,November 16; 2010 ,Biophysics and Computational Biology,38
Release of content through mechano-sensitive gates in pressurized liposomes,Martti Louhivuori; H. Jelger Risselada; Erik van der Giessen; and Siewert J. Marrink,Martti Louhivuori,November 16; 2010 ,Biophysics and Computational Biology,78
Highly conserved tyrosine stabilizes the active state of rhodopsin,Joseph A. Goncalves; Kieron South; Shivani Ahuja; Ekaterina Zaitseva; Chikwado A. Opefi; Markus Eilers; Reiner Vogel; Philip J. Reeves; and Steven O. Smith,Joseph A. Goncalves,November 16; 2010 ,Biophysics and Computational Biology,51
Recovering physical potentials from a model protein databank,J. W. Mullinax and W. G. Noid,J. W. Mullinax,November 16; 2010 ,Biophysics and Computational Biology,32
Pore opening and closing of a pentameric ligand-gated ion channel,Fangqiang Zhu and Gerhard Hummer,Fangqiang Zhu,November 16; 2010 ,Biophysics and Computational Biology,98
Stochastic reaction-diffusion kinetics in the microscopic limit,David Fange; Otto G. Berg; Paul Sjöberg; and Johan Elf,David Fange,November 16; 2010 ,Biophysics and Computational Biology,66
In vivo protein stabilization based on fragment complementation and a split GFP system,Stina Lindman; Armando Hernandez-Garcia; Olga Szczepankiewicz; Birgitta Frohm; and Sara Linse,Stina Lindman,November 16; 2010 ,Biophysics and Computational Biology,12
Interactions between internal forces; body stiffness; and fluid environment in a neuromechanical model of lamprey swimming,Eric D. Tytell; Chia-Yu Hsu; Thelma L. Williams; Avis H. Cohen; and Lisa J. Fauci,Eric D. Tytell,November 16; 2010 ,Biophysics and Computational Biology,123
Experimental library screening demonstrates the successful application of computational protein design to large structural ensembles,Benjamin D. Allen; Alex Nisthal; and Stephen L. Mayo,Benjamin D. Allen,November 16; 2010 ,Biophysics and Computational Biology,39
Nonexponential decay of internal rotational correlation functions of native proteins and self-similar structural fluctuations,Yoann Cote; Patrick Senet; Patrice Delarue; Gia G. Maisuradze; and Harold A. Scheraga,Yoann Cote,November 16; 2010 ,Biophysics and Computational Biology,18
Water’s role in the force-induced unfolding of ubiquitin,Jingyuan Li; Julio M. Fernandez; and B. J. Berne,Jingyuan Li,November 9; 2010 ,Biophysics and Computational Biology,23
Graded enhancement of p53 binding to CREB-binding protein (CBP) by multisite phosphorylation,Chul Won Lee; Josephine C. Ferreon; Allan Chris M. Ferreon; Munehito Arai; and Peter E. Wright,Chul Won Lee,November 9; 2010 ,Biophysics and Computational Biology,94
Engineering a protein–protein interface using a computationally designed library,Gurkan Guntas; Carrie Purbeck; and Brian Kuhlman,Gurkan Guntas,November 9; 2010 ,Biophysics and Computational Biology,29
Boundary crossing in epithelial wound healing,Eileen Fong; Shelly Tzlil; and David A. Tirrell,Eileen Fong,November 9; 2010 ,Biophysics and Computational Biology,35
Phospholipid bilayers are viscoelastic,Christopher W. Harland; Miranda J. Bradley; and Raghuveer Parthasarathy,Christopher W. Harland,November 9; 2010 ,Biophysics and Computational Biology,25
Structurally conserved five nucleotide bulge determines the overall topology of the core domain of human telomerase RNA,Qi Zhang; Nak-Kyoon Kim; Robert D. Peterson; Zhonghua Wang; and Juli Feigon,Qi Zhang,November 2; 2010 ,Biophysics and Computational Biology,42
Photooxidation of cytochrome P450-BM3,Maraia E. Ener; Young-Tae Lee; Jay R. Winkler; Harry B. Gray; and Lionel Cheruzel,Maraia E. Ener,November 2; 2010 ,Biophysics and Computational Biology,53
Small molecules of different origins have distinct distributions of structural complexity that correlate with protein-binding profiles,Paul A. Clemons; Nicole E. Bodycombe; Hyman A. Carrinski; J. Anthony Wilson; Alykhan F. Shamji; Bridget K. Wagner; Angela N. Koehler; and Stuart L. Schreiber,Paul A. Clemons,November 2; 2010 ,Biophysics and Computational Biology,149
Identification of a helical intermediate in trifluoroethanol-induced alpha-synuclein aggregation,Valerie L. Anderson; Trudy F. Ramlall; Carla C. Rospigliosi; Watt W. Webb; and David Eliezer,Valerie L. Anderson,November 2; 2010 ,Biophysics and Computational Biology,96
Deconstructing thermodynamic parameters of a coupled system from site-specific observables,Sandipan Chowdhury and Baron Chanda,Sandipan Chowdhury,November 2; 2010 ,Biophysics and Computational Biology,11
Stoichiometry of the KCNQ1 - KCNE1 ion channel complex,Koichi Nakajo; Maximilian H. Ulbrich; Yoshihiro Kubo; and Ehud Y. Isacoff,Koichi Nakajo,November 2; 2010 ,Biophysics and Computational Biology,87
Probability landscape of heritable and robust epigenetic state of lysogeny in phage lambda,Youfang Cao; Hsiao-Mei Lu; and Jie Liang,Youfang Cao,October 26; 2010 ,Biophysics and Computational Biology,34
Unfolding free energy of a two-domain transmembrane sugar transport protein,Heather E. Findlay; Nicholas G. Rutherford; Peter J. F. Henderson; and Paula J. Booth,Heather E. Findlay,October 26; 2010 ,Biophysics and Computational Biology,29
Crowding and hydrodynamic interactions likely dominate in vivo macromolecular motion,Tadashi Ando and Jeffrey Skolnick,Tadashi Ando,October 26; 2010 ,Biophysics and Computational Biology,201
Role of the synaptobrevin C terminus in fusion pore formation,Annita N. Ngatchou; Kassandra Kisler; Qinghua Fang; Alexander M. Walter; Ying Zhao; Dieter Bruns; Jakob B. Sørensen; and Manfred Lindau,Annita N. Ngatchou,October 26; 2010 ,Biophysics and Computational Biology,47
Initiation of the proton pump of cytochrome c oxidase,Ilya Belevich; Elena Gorbikova; Nikolai P. Belevich; Virve Rauhamäki; Mårten Wikström; and Michael I. Verkhovsky,Ilya Belevich,October 26; 2010 ,Biophysics and Computational Biology,20
Three-dimensional tracking of single mRNA particles in Saccharomyces cerevisiae using a double-helix point spread function,Michael A. Thompson; Jason M. Casolari; Majid Badieirostami; Patrick O. Brown; and W. E. Moerner,Michael A. Thompson,October 19; 2010 ,Biophysics and Computational Biology,96
Characterizing the dynamics of functionally relevant complexes of formate dehydrogenase,Jigar N. Bandaria; Samrat Dutta; Michael W. Nydegger; William Rock; Amnon Kohen; and Christopher M. Cheatum,Jigar N. Bandaria,October 19; 2010 ,Biophysics and Computational Biology,51
DNA conformational changes at the primer-template junction regulate the fidelity of replication by DNA polymerase,Kausiki Datta; Neil P. Johnson; and Peter H. von Hippel,Kausiki Datta,October 19; 2010 ,Biophysics and Computational Biology,22
Robustness and evolvability in the functional anatomy of a PER-ARNT-SIM (PAS) domain,Andrew F. Philip; Masato Kumauchi; and Wouter D. Hoff,Andrew F. Philip,October 19; 2010 ,Biophysics and Computational Biology,17
Elicitation of structure-specific antibodies by epitope scaffolds,Gilad Ofek; F. Javier Guenaga; William R. Schief; Jeff Skinner; David Baker; Richard Wyatt; and Peter D. Kwong,Gilad Ofek,October 19; 2010 ,Biophysics and Computational Biology,182
Right-handed double-helix ultrashort DNA yields chiral nematic phases with both right- and left-handed director twist,Giuliano Zanchetta; Fabio Giavazzi; Michi Nakata; Marco Buscaglia; Roberto Cerbino; Noel A. Clark; and Tommaso Bellini,Giuliano Zanchetta,October 12; 2010 ,Biophysics and Computational Biology,57
Protein–ice interaction of an antifreeze protein observed with solid-state NMR,Ansgar B. Siemer; Kuo-Ying Huang; and Ann E. McDermott,Ansgar B. Siemer,October 12; 2010 ,Biophysics and Computational Biology,35
Structure; function; and folding of phosphoglycerate kinase are strongly perturbed by macromolecular crowding,Apratim Dhar; Antonios Samiotakis; Simon Ebbinghaus; Lea Nienhaus; Dirar Homouz; Martin Gruebele; and Margaret S. Cheung,Apratim Dhar,October 12; 2010 ,Biophysics and Computational Biology,169
Cooperativity between trans and cis interactions in cadherin-mediated junction formation,Yinghao Wu; Xiangshu Jin; Oliver Harrison; Lawrence Shapiro; Barry H. Honig; and Avinoam Ben-Shaul,Yinghao Wu,October 12; 2010 ,Biophysics and Computational Biology,64
On the energetics of translocon-assisted insertion of charged transmembrane helices into membranes,Anna Rychkova; Spyridon Vicatos; and Arieh Warshel,Anna Rychkova,October 12; 2010 ,Biophysics and Computational Biology,38
A mathematical framework to determine the temporal sequence of somatic genetic events in cancer,Camille Stephan-Otto Attolini; Yu-Kang Cheng; Rameen Beroukhim; Gad Getz; Omar Abdel-Wahab; Ross L. Levine; Ingo K. Mellinghoff; and Franziska Michor,Camille Stephan-Otto Attolini,October 12; 2010 ,Biophysics and Computational Biology,72
Pharmacological chaperone for the structured domain of human prion protein,Andrew J. Nicoll; Clare R. Trevitt; M. Howard Tattum; Emmanuel Risse; Emma Quarterman; Amaurys Avila Ibarra; Connor Wright; Graham S. Jackson; Richard B. Sessions; Mark Farrow; Jonathan P. Waltho; Anthony R. Clarke; and John Collinge,Andrew J. Nicoll,October 12; 2010 ,Biophysics and Computational Biology,43
Evidence for symmetry in the elementary process of bidirectional torque generation by the bacterial flagellar motor,Shuichi Nakamura; Nobunori Kami-ike; Jun-ichi P. Yokota; Tohru Minamino; and Keiichi Namba,Shuichi Nakamura,October 12; 2010 ,Biophysics and Computational Biology,31
Allosteric inhibition of complement function by a staphylococcal immune evasion protein,Hui Chen; Daniel Ricklin; Michal Hammel; Brandon L. Garcia; William J. McWhorter; Georgia Sfyroera; You-Qiang Wu; Apostolia Tzekou; Sheng Li; Brian V. Geisbrecht; Virgil L. Woods Jr.; and John D. Lambris,Hui Chen,October 12; 2010 ,Biophysics and Computational Biology,56
Local control of a disorder–order transition in 4E-BP1 underpins regulation of translation via eIF4E,Shirley Tait; Kaushik Dutta; David Cowburn; Jim Warwicker; Andrew J. Doig; and John E. G. McCarthy,Shirley Tait,October 12; 2010 ,Biophysics and Computational Biology,23
Structural context shapes the aquaporin selectivity filter,David F. Savage; Joseph D. O’Connell III; Larry J. W. Miercke; Janet Finer-Moore; and Robert M. Stroud,David F. Savage,October 5; 2010 ,Biophysics and Computational Biology,37
A dynamic-signaling-team model for chemotaxis receptors in Escherichia coli,Clinton H. Hansen; Victor Sourjik; and Ned S. Wingreen,Clinton H. Hansen,October 5; 2010 ,Biophysics and Computational Biology,30
Revisiting the structures of several antibiotics bound to the bacterial ribosome,David Bulkley; C. Axel Innis; Gregor Blaha; and Thomas A. Steitz,David Bulkley,October 5; 2010 ,Biophysics and Computational Biology,122
Structures of the Escherichia coli ribosome with antibiotics bound near the peptidyl transferase center explain spectra of drug action,Jack A. Dunkle; Liqun Xiong; Alexander S. Mankin; and Jamie H. D. Cate,Jack A. Dunkle,October 5; 2010 ,Biophysics and Computational Biology,198
Cells navigate with a local-excitation; global-inhibition-biased excitable network,Yuan Xiong; Chuan-Hsiang Huang; Pablo A. Iglesias; and Peter N. Devreotes,Yuan Xiong,October 5; 2010 ,Biophysics and Computational Biology,130
