,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
2476,2476,ADP-ribosylation factor machinery mediates endocytosis in plant cells,Satoshi Naramoto; Jürgen Kleine-Vehn; Stéphanie Robert; Masaru Fujimoto; Tomoko Dainobu; Tomasz Paciorek; Takashi Ueda; Akihiko Nakano; Marc C. E. Van Montagu; Hiroo Fukuda; and Jiří Friml,Satoshi Naramoto,December 14; 2010 ,Plant Biology,66.0,15,"(347, 4, 86.75)",2-s2.0-78650740927,8916051200.0,male,"{'male': 0.9999994039535522, 'female': 5.960464477539062e-07}"
2477,2477,A regulon conserved in monocot and dicot plants defines a functional module in antifungal plant immunity,Matt Humphry; Paweł Bednarek; Birgit Kemmerling; Serry Koh; Mónica Stein; Ulrike Göbel; Kurt Stüber; Mariola Piślewska-Bednarek; Ann Loraine; Paul Schulze-Lefert; Shauna Somerville; and Ralph Panstruga,Matt Humphry,December 14; 2010 ,Plant Biology,52.0,13,"(746, 4, 186.5)",2-s2.0-78650753473,23501805300.0,male,"{'male': 0.9998390674591064, 'female': 0.0001609325408935547}"
2478,2478,An NADPH-dependent genetic switch regulates plant infection by the rice blast fungus,Richard A. Wilson; Robert P. Gibson; Cristian F. Quispe; Jennifer A. Littlechild; and Nicholas J. Talbot,Richard A. Wilson,December 14; 2010 ,Plant Biology,63.0,20,"(399, 3, 133.0)",2-s2.0-78650745996,7501535354.0,male,"{'male': 1.0, 'female': 0.0}"
2479,2479,Repression by an auxin/indole acetic acid protein connects auxin signaling with heat shock factor-mediated seed longevity,Raúl Carranco; José Manuel Espinosa; Pilar Prieto-Dapena; Concepción Almoguera; and Juan Jordano,Raúl Carranco,December 14; 2010 ,Plant Biology,30.0,-1,0,0,0.0,male,"{'male': 0.9933508038520813, 'female': 0.006649196147918701}"
2480,2480,Association mapping of local climate-sensitive quantitative trait loci in Arabidopsis thaliana,Yan Li; Yu Huang; Joy Bergelson; Magnus Nordborg; and Justin O. Borevitz,Yan Li,December 7; 2010 ,Plant Biology,150.0,14,"(68, 1, 68.0)",2-s2.0-78650470891,56178883400.0,male,"{'male': 0.990239143371582, 'female': 0.009760856628417969}"
2481,2481,Herbivore-induced and floral homoterpene volatiles are biosynthesized by a single P450 enzyme (CYP82G1) in Arabidopsis,Sungbeom Lee; Somayesadat Badieyan; David R. Bevan; Marco Herde; Christiane Gatz; and Dorothea Tholl,Sungbeom Lee,December 7; 2010 ,Plant Biology,62.0,14,"(109, 4, 27.25)",2-s2.0-78650476251,8841007900.0,unknown,"{'male': 0.24050895869731903, 'female': 0.759491041302681}"
2482,2482,Type II protein arginine methyltransferase 5 (PRMT5) is required for circadian period determination in Arabidopsis thaliana,Sunghyun Hong; Hae-Ryong Song; Kerry Lutz; Randall A. Kerstetter; Todd P. Michael; and C. Robertson McClung,Sunghyun Hong,December 7; 2010 ,Plant Biology,74.0,10,"(140, 2, 70.0)",2-s2.0-78650446132,57197470733.0,unknown,"{'male': 0.39754578471183777, 'female': 0.6024542152881622}"
2483,2483,Ca2+ signaling by plant Arabidopsis thaliana Pep peptides depends on AtPepR1; a receptor with guanylyl cyclase activity; and cGMP-activated Ca2+ channels,Zhi Qi; Rajeev Verma; Chris Gehring; Yube Yamaguchi; Yichen Zhao; Clarence A. Ryan; and Gerald A. Berkowitz,Zhi Qi,December 7; 2010 ,Plant Biology,109.0,-1,0,0,0.0,andy,"{'male': 0.9999295473098755, 'female': 7.045269012451172e-05}"
2484,2484,Arsenic tolerance in Arabidopsis is mediated by two ABCC-type phytochelatin transporters,Won-Yong Song; Jiyoung Park; David G. Mendoza-Cózatl; Marianne Suter-Grotemeyer; Donghwan Shim; Stefan Hörtensteiner; Markus Geisler; Barbara Weder; Philip A. Rea; Doris Rentsch; Julian I. Schroeder; Youngsook Lee; and Enrico Martinoia,Won-Yong Song,December 7; 2010 ,Plant Biology,227.0,18,"(43, 3, 14.333333333333334)",2-s2.0-78650426070,13308381000.0,unknown,"{'male': 0.9003295302391052, 'female': 0.09967046976089478}"
2485,2485,Negative feedback regulation of UV-B–induced photomorphogenesis and stress acclimation in Arabidopsis,Henriette Gruber; Marc Heijde; Werner Heller; Andreas Albert; Harald K. Seidlitz; and Roman Ulm,Henriette Gruber,November 16; 2010 ,Plant Biology,91.0,3,"(267, 1, 267.0)",2-s2.0-78650571336,26430643300.0,female,"{'male': 2.040886556642363e-06, 'female': 0.9999979591134434}"
2486,2486,Linking differential domain functions of the GS3 protein to natural variation of grain size in rice,Hailiang Mao; Shengyuan Sun; Jialing Yao; Chongrong Wang; Sibin Yu; Caiguo Xu; Xianghua Li; and Qifa Zhang,Hailiang Mao,November 9; 2010 ,Plant Biology,218.0,4,"(0, 0, 0)",2-s2.0-78650601870,12797643100.0,unknown,"{'male': 0.990559458732605, 'female': 0.00944054126739502}"
2487,2487,Joint linkage–linkage disequilibrium mapping is a powerful approach to detecting quantitative trait loci underlying drought tolerance in maize,Yanli Lu; Shihuang Zhang; Trushar Shah; Chuanxiao Xie; Zhuanfang Hao; Xinhai Li; Mohammad Farkhari; Jean-Marcel Ribaut; Moju Cao; Tingzhao Rong; and Yunbi Xu,Yanli Lu,November 9; 2010 ,Plant Biology,96.0,15,"(193, 5, 38.6)",2-s2.0-78650621671,55697714000.0,unknown,"{'male': 0.0051107704639434814, 'female': 0.9948892295360565}"
2488,2488,Two interacting coiled-coil proteins; WEB1 and PMI2; maintain the chloroplast photorelocation movement velocity in Arabidopsis,Yutaka Kodama; Noriyuki Suetsugu; Sam-Geun Kong; and Masamitsu Wada,Yutaka Kodama,November 9; 2010 ,Plant Biology,40.0,15,"(64, 4, 16.0)",2-s2.0-78650589349,35500846600.0,mostly_male,"{'male': 1.0, 'female': 0.0}"
2489,2489,A seed coat bedding assay shows that RGL2-dependent release of abscisic acid by the endosperm controls embryo growth in Arabidopsis dormant seeds,Keun Pyo Lee; Urszula Piskurewicz; Veronika Turečková; Miroslav Strnad; and Luis Lopez-Molina,Keun Pyo Lee,November 2; 2010 ,Plant Biology,74.0,7,"(0, 0, 0)",2-s2.0-78650496396,7501501692.0,andy,"{'male': 0.9999958276748657, 'female': 4.172325134277344e-06}"
2490,2490,Arginine methylation mediated by the Arabidopsis homolog of PRMT5 is essential for proper pre-mRNA splicing,Xian Deng; Lianfeng Gu; Chunyan Liu; Tiancong Lu; Falong Lu; Zhike Lu; Peng Cui; Yanxi Pei; Baichen Wang; Songnian Hu; and Xiaofeng Cao,Xian Deng,November 2; 2010 ,Plant Biology,91.0,6,"(0, 0, 0)",2-s2.0-78650488766,35080200900.0,andy,"{'male': 0.753308117389679, 'female': 0.24669188261032104}"
2491,2491,Adaptation and extinction in experimentally fragmented landscapes,Sima Fakheran; Cloé Paul-Victor; Christian Heichinger; Bernhard Schmid; Ueli Grossniklaus; and Lindsay A. Turnbull,Sima Fakheran,November 2; 2010 ,Plant Biology,28.0,7,"(28, 1, 28.0)",2-s2.0-78650481611,25723197900.0,female,"{'male': 0.1591193675994873, 'female': 0.8408806324005127}"
2492,2492,Homolog of tocopherol C methyltransferases catalyzes N methylation in anticancer alkaloid biosynthesis,David K. Liscombe; Aimee R. Usera; and Sarah E. O’Connor,David K. Liscombe,November 2; 2010 ,Plant Biology,44.0,16,"(90, 3, 30.0)",2-s2.0-78650476766,6507199872.0,male,"{'male': 1.0, 'female': 0.0}"
2493,2493,Dated molecular phylogenies indicate a Miocene origin for Arabidopsis thaliana,Mark A. Beilstein; Nathalie S. Nagalingum; Mark D. Clements; Steven R. Manchester; and Sarah Mathews,Mark A. Beilstein,October 26; 2010 ,Plant Biology,232.0,12,"(122, 1, 122.0)",2-s2.0-78649817356,8691989300.0,male,"{'male': 1.0, 'female': 0.0}"
2494,2494,Local DNA hypomethylation activates genes in rice endosperm,Assaf Zemach; M. Yvonne Kim; Pedro Silva; Jessica A. Rodrigues; Bradley Dotson; Matthew D. Brooks; and Daniel Zilberman,Assaf Zemach,October 26; 2010 ,Plant Biology,140.0,15,"(378, 3, 126.0)",2-s2.0-78649810751,6602332658.0,male,"{'male': 1.0, 'female': 0.0}"
2495,2495,R gene-controlled host specificity in the legume–rhizobia symbiosis,Shengming Yang; Fang Tang; Muqiang Gao; Hari B. Krishnan; and Hongyan Zhu,Shengming Yang,October 26; 2010 ,Plant Biology,114.0,9,"(78, 1, 78.0)",2-s2.0-78449297215,23010934600.0,unknown,"{'male': 0.9478859901428223, 'female': 0.052114009857177734}"
2496,2496,An atypical member of the light-harvesting complex stress-related protein family modulates diatom responses to light,Benjamin Bailleul; Alessandra Rogato; Alessandra de Martino; Sacha Coesel; Pierre Cardol; Chris Bowler; Angela Falciatore; and Giovanni Finazzi,Benjamin Bailleul,October 19; 2010 ,Plant Biology,141.0,8,"(89, 2, 44.5)",2-s2.0-78149232898,24398358200.0,male,"{'male': 1.0, 'female': 0.0}"
2497,2497,Control of salicylic acid synthesis and systemic acquired resistance by two members of a plant-specific family of transcription factors,Yaxi Zhang; Shaohua Xu; Pingtao Ding; Dongmei Wang; Yu Ti Cheng; Jing He; Minghui Gao; Fang Xu; Yan Li; Zhaohai Zhu; Xin Li; and Yuelin Zhang,Yaxi Zhang,October 19; 2010 ,Plant Biology,101.0,6,"(0, 0, 0)",2-s2.0-78149244920,36516042200.0,unknown,"{'male': 0.17401635646820068, 'female': 0.8259836435317993}"
2498,2498,Distinct cinnamoyl CoA reductases involved in parallel routes to lignin in Medicago truncatula,Rui Zhou; Lisa Jackson; Gail Shadle; Jin Nakashima; Stephen Temple; Fang Chen; and Richard A. Dixon,Rui Zhou,October 12; 2010 ,Plant Biology,52.0,3,"(0, 0, 0)",2-s2.0-78049253612,37021970000.0,male,"{'male': 0.974936842918396, 'female': 0.025063157081604004}"
2499,2499,Impact of natural genetic variation on the transcriptome of autotetraploid Arabidopsis thaliana,Zheng Yu; Georg Haberer; Michaela Matthes; Thomas Rattei; Klaus F. X. Mayer; Alfons Gierl; and Ramon A. Torres-Ruiz,Zheng Yu,October 12; 2010 ,Plant Biology,66.0,2,"(29, 1, 29.0)",2-s2.0-78049318554,55488387100.0,andy,"{'male': 0.9967359900474548, 'female': 0.003264009952545166}"
2500,2500,Plastochromanol-8 and tocopherols are essential lipid-soluble antioxidants during seed desiccation and quiescence in Arabidopsis,Laurent Mène-Saffrané; A. Daniel Jones; and Dean DellaPenna,Laurent Mène-Saffrané,October 12; 2010 ,Plant Biology,68.0,12,"(50, 1, 50.0)",2-s2.0-78049261567,8161088400.0,male,"{'male': 1.0, 'female': 0.0}"
2501,2501,Autophosphorylation of Tyr-610 in the receptor kinase BAK1 plays a role in brassinosteroid signaling and basal defense gene expression,Man-Ho Oh; Xiaofeng Wang; Xia Wu; Youfu Zhao; Steven D. Clouse; and Steven C. Huber,Man-Ho Oh,October 12; 2010 ,Plant Biology,86.0,-1,0,2-s2.0-85027902426,,unknown,"{'male': 0.9999982118606567, 'female': 1.7881393432617188e-06}"
2502,2502,Disruption of the Arabidopsis CGI-58 homologue produces Chanarin–Dorfman-like lipid droplet accumulation in plants,Christopher N. James; Patrick J. Horn; Charlene R. Case; Satinder K. Gidda; Daiyuan Zhang; Robert T. Mullen; John M. Dyer; Richard G. W. Anderson; and Kent D. Chapman,Christopher N. James,October 12; 2010 ,Plant Biology,74.0,7,"(0, 0, 0)",2-s2.0-78049248112,37021471100.0,male,"{'male': 1.0, 'female': 0.0}"
2503,2503,FERONIA receptor-like kinase regulates RHO GTPase signaling of root hair development,Qiaohong Duan; Daniel Kita; Chao Li; Alice Y. Cheung; and Hen-Ming Wu,Qiaohong Duan,October 12; 2010 ,Plant Biology,187.0,6,"(66, 1, 66.0)",2-s2.0-78049270462,24491483200.0,unknown,"{'male': 0.9994063377380371, 'female': 0.0005936622619628906}"
2504,2504,Absence of branches from xylan in Arabidopsis gux mutants reveals potential for simplification of lignocellulosic biomass,Jennifer C. Mortimer; Godfrey P. Miles; David M. Brown; Zhinong Zhang; Marcelo P. Segura; Thilo Weimar; Xiaolan Yu; Keith A. Seffen; Elaine Stephens; Simon R. Turner; and Paul Dupree,Jennifer C. Mortimer,October 5; 2010 ,Plant Biology,157.0,20,"(479, 8, 59.875)",2-s2.0-78049317993,23670723200.0,female,"{'male': 1.4076155796516332e-09, 'female': 0.9999999985923844}"
2505,2505,Proteome-wide screens for small ubiquitin-like modifier (SUMO) substrates identify Arabidopsis proteins implicated in diverse biological processes,Nabil Elrouby and George Coupland,Nabil Elrouby,October 5; 2010 ,Plant Biology,96.0,8,"(0, 0, 0)",2-s2.0-78049234670,6505985376.0,male,"{'male': 0.9762006998062134, 'female': 0.02379930019378662}"
2506,2506,Ancient class of translocated oomycete effectors targets the host nucleus,Sebastian Schornack; Mireille van Damme; Tolga O. Bozkurt; Liliana M. Cano; Matthew Smoker; Marco Thines; Elodie Gaulin; Sophien Kamoun; and Edgar Huitema,Sebastian Schornack,October 5; 2010 ,Plant Biology,145.0,32,"(2335, 6, 389.1666666666667)",2-s2.0-78049266264,6507599249.0,male,"{'male': 0.9999951124191284, 'female': 4.887580871582031e-06}"
2507,2507,Structural insights into the pH-controlled targeting of plant cell-wall invertase by a specific inhibitor protein,Michael Hothorn; Wim Van den Ende; Willem Lammens; Vladimir Rybin; and Klaus Scheffzek,Michael Hothorn,October 5; 2010 ,Plant Biology,45.0,23,"(606, 8, 75.75)",2-s2.0-78049283755,6508055607.0,male,"{'male': 0.9999299049377441, 'female': 7.009506225585938e-05}"
2508,2508,Effective shutdown in the expression of celiac disease-related wheat gliadin T-cell epitopes by RNA interference,Javier Gil-Humanes; Fernando Pistón; Stig Tollefsen; Ludvig M. Sollid; and Francisco Barro,Javier Gil-Humanes,September 28; 2010 ,Plant Biology,70.0,16,"(84, 2, 42.0)",2-s2.0-78049267205,24171170100.0,mostly_male,"{'male': 1.0, 'female': 0.0}"
2509,2509,The Plant Homeo Domain finger protein; VIN3-LIKE 2; is necessary for photoperiod-mediated epigenetic regulation of the floral repressor; MAF5,Dong-Hwan Kim and Sibum Sung,Dong-Hwan Kim,September 28; 2010 ,Plant Biology,32.0,14,"(145, 2, 72.5)",2-s2.0-78049239927,55743002900.0,male,"{'male': 0.9874197840690613, 'female': 0.01258021593093872}"
2510,2510,LIL3; a light-harvesting-like protein; plays an essential role in chlorophyll and tocopherol biosynthesis,Ryouichi Tanaka; Maxi Rothbart; Seiko Oka; Atsushi Takabayashi; Kaori Takahashi; Masaru Shibata; Fumiyoshi Myouga; Reiko Motohashi; Kazuo Shinozaki; Bernhard Grimm; and Ayumi Tanaka,Ryouichi Tanaka,September 21; 2010 ,Plant Biology,59.0,31,"(427, 8, 53.375)",2-s2.0-78049236480,35597170900.0,male,"{'male': 0.9969792366027832, 'female': 0.003020763397216797}"
2511,2511,Translationally controlled tumor protein is a conserved mitotic growth integrator in animals and plants,Florian Brioudes; Anne-Marie Thierry; Pierre Chambrier; Bertrand Mollereau; and Mohammed Bendahmane,Florian Brioudes,September 14; 2010 ,Plant Biology,77.0,3,"(50, 1, 50.0)",2-s2.0-77958001787,35739801300.0,male,"{'male': 1.0, 'female': 0.0}"
2512,2512,A transmembrane formin nucleates subapical actin assembly and controls tip-focused growth in pollen tubes,Alice Y. Cheung; Shahriar Niroomand; Yanjiao Zou; and Hen-Ming Wu,Alice Y. Cheung,September 14; 2010 ,Plant Biology,74.0,41,"(253, 3, 84.33333333333333)",2-s2.0-77958003282,7401806494.0,female,"{'male': 4.5925210656605486e-07, 'female': 0.9999995407478934}"
2513,2513,Conserved RNaseII domain protein functions in cytoplasmic mRNA decay and suppresses Arabidopsis decapping mutant phenotypes,Weiping Zhang; Caroline Murphy; and Leslie E. Sieburth,Weiping Zhang,September 7; 2010 ,Plant Biology,39.0,3,"(0, 0, 0)",2-s2.0-77957662208,35081494300.0,unknown,"{'male': 0.2774372100830078, 'female': 0.7225627899169922}"
2514,2514,In planta changes in protein phosphorylation induced by the plant hormone abscisic acid,Kelli G. Kline; Gregory A. Barrett-Wilt; and Michael R. Sussman,Kelli G. Kline,September 7; 2010 ,Plant Biology,142.0,8,"(68, 3, 22.666666666666668)",2-s2.0-77957682118,25951565300.0,female,"{'male': 1.6924464944167994e-05, 'female': 0.9999830755350558}"
2515,2515,CULLIN 4-RING FINGER-LIGASE plays a key role in the control of endoreplication cycles in Arabidopsis trichomes,Farshad Roodbarkelari; Jonathan Bramsiepe; Christina Weinl; Sebastian Marquardt; Béla Novák; Marc J. Jakoby; Esther Lechner; Pascal Genschik; and Arp Schnittger,Farshad Roodbarkelari,August 24; 2010 ,Plant Biology,33.0,5,"(0, 0, 0)",2-s2.0-77957000875,36466988500.0,male,"{'male': 1.0, 'female': 0.0}"
2516,2516,Carbohydrate-binding modules promote the enzymatic deconstruction of intact plant cell walls by targeting and proximity effects,Cécile Hervé; Artur Rogowski; Anthony W. Blake; Susan E. Marcus; Harry J. Gilbert; and J. Paul Knox,Cécile Hervé,August 24; 2010 ,Plant Biology,114.0,13,"(361, 4, 90.25)",2-s2.0-77956988940,24337942500.0,female,"{'male': 0.00016393141413573176, 'female': 0.9998360685858643}"
2517,2517,22-nucleotide RNAs trigger secondary siRNA biogenesis in plants,Ho-Ming Chen; Li-Teh Chen; Kanu Patel; Yi-Hang Li; David C. Baulcombe; and Shu-Hsing Wu,Ho-Ming Chen,August 24; 2010 ,Plant Biology,241.0,5,"(15, 1, 15.0)",2-s2.0-77956989755,16028145700.0,unknown,"{'male': 0.62319016456604, 'female': 0.37680983543395996}"
2518,2518,Vinca drug components accumulate exclusively in leaf exudates of Madagascar periwinkle,Jonathan Roepke; Vonny Salim; Maggie Wu; Antje M. K. Thamm; Jun Murata; Kerstin Ploss; Wilhelm Boland; and Vincenzo De Luca,Jonathan Roepke,August 24; 2010 ,Plant Biology,86.0,2,"(142, 1, 142.0)",2-s2.0-77956985981,24482451500.0,male,"{'male': 1.0, 'female': 0.0}"
2519,2519,AtsPLA2-α nuclear relocalization by the Arabidopsis transcription factor AtMYB30 leads to repression of the plant defense response,Solène Froidure; Joanne Canonne; Xavier Daniel; Alain Jauneau; Christian Brière; Dominique Roby; and Susana Rivas,Solène Froidure,August 24; 2010 ,Plant Biology,51.0,-1,0,2-s2.0-85044925764,,female,"{'male': 0.9991687536239624, 'female': 0.0008312463760375977}"
2520,2520,Different functions of the C3HC4 zinc RING finger peroxins PEX10; PEX2; and PEX12 in peroxisome formation and matrix protein import,Jakob Prestele; Georg Hierl; Christian Scherling; Stefan Hetkamp; Claus Schwechheimer; Erika Isono; Wolfram Weckwerth; Gerhard Wanner; and Christine Gietl,Jakob Prestele,August 17; 2010 ,Plant Biology,33.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
2521,2521,A subtilisin-like protein from soybean contains an embedded; cryptic signal that activates defense-related genes,Gregory Pearce; Yube Yamaguchi; Guido Barona; and Clarence A. Ryan,Gregory Pearce,August 17; 2010 ,Plant Biology,51.0,36,"(108, 4, 27.0)",2-s2.0-77957083497,7102530906.0,male,"{'male': 1.0, 'female': 0.0}"
2522,2522,Syringyl lignin biosynthesis is directly regulated by a secondary cell wall master switch,Qiao Zhao; Huanzhong Wang; Yanbin Yin; Ying Xu; Fang Chen; and Richard A. Dixon,Qiao Zhao,August 10; 2010 ,Plant Biology,54.0,17,"(210, 8, 26.25)",2-s2.0-77956279703,36184869600.0,andy,"{'male': 0.9999958276748657, 'female': 4.172325134277344e-06}"
2523,2523,Direct transcriptional control of the Arabidopsis immune receptor FLS2 by the ethylene-dependent transcription factors EIN3 and EIL1,Freddy Boutrot; Cécile Segonzac; Katherine N. Chang; Hong Qiao; Joseph R. Ecker; Cyril Zipfel; and John P. Rathjen,Freddy Boutrot,August 10; 2010 ,Plant Biology,119.0,14,"(87, 1, 87.0)",2-s2.0-77956295099,15746219500.0,male,"{'male': 1.0, 'female': 0.0}"
2524,2524,Putative Arabidopsis THO/TREX mRNA export complex is involved in transgene and endogenous siRNA biosynthesis,Nataliya E. Yelina; Lisa M. Smith; Alexandra M. E. Jones; Kanu Patel; Krystyna A. Kelly; and David C. Baulcombe,Nataliya E. Yelina,August 3; 2010 ,Plant Biology,50.0,14,"(0, 0, 0)",2-s2.0-77956021452,6506729097.0,female,"{'male': 0.00041119803790934384, 'female': 0.9995888019620907}"
